date,verse_title,phrase_indices,score,matches_woodruff,matches_scriptures,volume_title
"March 10, 1844 ",Nehemiah 7:46,"[(8739, 639)]",0.70595,fathers unto the Children and the hearts of the children,The Nethinims the children of Ziha the children of Hashupha the children of Tabbaoth,Old Testament
"September 5, 1841 ",Doctrine and Covenants 20:1,"[(10454, 2272)]",0.70591,one thousand eight hundred and thirty and has been ordained,days being one thousand eight hundred and thirty years since,Doctrine and Covenants
"September 15, 1856 ",Deuteronomy 16:14,"[(11712, 238)]",0.70588,and History of thy church and kingdom and of thy,son and thy daughter and thy manservant and thy maidservant,Old Testament
"October 12, 1856 ",Judges 14:19,"[(12281, 338)]",0.70576,who had the spirit of the Lord upon him we,And the Spirit of the Lord came upon him and,Old Testament
"October 12, 1856 ",Judges 3:10,"[(12281, 321)]",0.70576,who had the spirit of the Lord upon him we,And the Spirit of the Lord came upon him and,Old Testament
"September 10, 1843 ",Jacob 6:8,"[(11423, 1691)]",0.70567,moved upon by the power of God and the gift,Christ and the power of God and the gift of,Book of Mormon
"October 20, 1855 ",Acts 2:38,"[(13513, 1266)]",0.70566,But was it not for the name of Jesus Christ,one of you in the name of Jesus Christ for,New Testament
"January 13, 1856 ",Nehemiah 7:63,"[(12522, 653)]",0.70554,to the children and the hearts of the children to,And of the priests the children of Habaiah the children,Old Testament
"April 11, 1852 ",Nehemiah 4:23,"[(22248, 632)]",0.70543,out nor me nor my Brethren you shall be blessed,So neither I nor my brethren nor my servants nor,Old Testament
"June 30, 1843 ",Job 39:25,"[(7424, 690)]",0.70541,drove up ha ha ha By God we have got,He saith among the trumpets Ha ha and he smelleth,Old Testament
"April 15, 1837 ",Doctrine and Covenants 42:45,"[(1061, 2376)]",0.7054,of Ephraim^ thou shalt have a celestial crown Thou shalt,Thou shalt live together in love insomuch that thou shalt,Doctrine and Covenants
"August 27, 1844 ",Psalms 129:8,"[(1763, 714)]",0.70531,the Lord we bless you as you are about to,the Lord be upon you we bless you in the name of the Lord,Old Testament
"January 1, 1872 ",Ephesians 1:10,"[(15467, 1327)]",0.70514,Lord Jesus in this last dispensation and fulness of times,That in the dispensation of the fulness of times he,New Testament
"September 9, 1843 ",Jeremiah 46:10,"[(2007, 945)]",0.70509,of the Lord for the spirit of the Lord is,For this is the day of the Lord God of,Old Testament
"January 21, 1844 ",Joseph Smith--History 1:39,"[(10709, 3233)]",0.70494,the hearts of the children to their fathers lest I,to the fathers and the hearts of the children shall,Pearl of Great Price
"March 10, 1844 ",Alma 23:14,"[(8743, 1918)]",0.70483,hearts of the Fathers to the Children and the hearts,hearts and also the hearts of the Lamanites in that,Book of Mormon
"September 6, 1847 ",Doctrine and Covenants 102:31,"[(25172, 2663)]",0.70457,be an appeal from there decision to the majority of,From the decision of the former there can be an appeal but from the decision of the latter there cannot,Doctrine and Covenants
"December 31, 1872 ",Doctrine and Covenants 135:1,"[(15738, 2941)]",0.70456,Joseph Smith Jr the Prophet 5 to Hyrum Smith Patriarch,Prophet and Hyrum Smith the Patriarch They were shot in,Doctrine and Covenants
"January 1, 1853 ",Doctrine and Covenants 63:53,"[(23147, 2469)]",0.70454,coming of the son of man He said the Twelve,even in the day of the coming of the Son of Man,Doctrine and Covenants
"April 30, 1843 ",1 Nephi 13:37,"[(8454, 1495)]",0.70449,gift of the Holy Ghost by the laying on of,gift and the power of the Holy Ghost and if,Book of Mormon
"April 27, 1839 ",2 Chronicles 34:10,"[(5600, 591)]",0.70443,and take the charge and oversight of the house of,that had the oversight of the house of the Lord,Old Testament
"February 15, 1849 ",Exodus 40:38,"[(17974, 137)]",0.7044,of fire by night and cloud by day and in,by day and fire was on it by night in,Old Testament
"April 30, 1849 ",1 Kings 22:15,"[(18499, 420)]",0.7044,house the King then said I am your king I,So he came to the king And the king said,Old Testament
"December 31, 1872 ",Doctrine and Covenants 127:12,"[(15683, 2828)]",0.70396,the Church of Jesus Christ of Latterday Saints I Travelled,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"March 23, 1837 ",Genesis 24:48,"[(4716, 29)]",0.70395,of the temple and we bowed down before the Lord,And I bowed down my head and worshipped the Lord,Old Testament
"December 31, 1840 ",Doctrine and Covenants 20:35,"[(3011, 2291)]",0.70383,the gift of the Holy Ghost ^and power^ of the,gift and power of the Holy Ghost the voice of God or the ministering of angels,Doctrine and Covenants
"January 28, 1844 ",Numbers 26:48,"[(6227, 192)]",0.70359,of the family [] I met with the quorum of,the family of the Jahzeelites of Guni the family of the Gunites,Old Testament
"January 28, 1844 ",Numbers 26:23,"[(6227, 180)]",0.70359,of the family [] I met with the quorum of,the family of the Tolaites of Pua the family of the Punites,Old Testament
"December 19, 1841 ",Mosiah 2:20,"[(11252, 1712)]",0.70359,I say unto you that if you do not help,I say unto you my brethren that if you should,Book of Mormon
"December 20, 1850 ",Jeremiah 38:25,"[(19426, 911)]",0.70355,unto thee thy duty yea and give unto thee many,thee and they come unto thee and say unto thee,Old Testament
"January 20, 1872 ",Doctrine and Covenants 10:21,"[(15629, 2251)]",0.70342,men love darkness rather than light because their deeds are,abominations and they love darkness rather than light because their deeds are evil therefore they will not ask of me,Doctrine and Covenants
"January 30, 1853 ",Luke 13:19,"[(23227, 1213)]",0.70336,was to be like a mustard seed it was to,It is like a grain of mustard seed which a,New Testament
"April 15, 1837 ",Numbers 26:25,"[(1001, 183)]",0.70325,be numbered with the one hundred forty and four thousand,were numbered of them threescore and four thousand and three hundred,Old Testament
"July 8, 1845 ",Psalms 89:52,"[(7169, 709)]",0.70309,Halleluah to God and the Lamb Amen Amen Amen which,Blessed be the Lord for evermore Amen and Amen,Old Testament
"August 31, 1837 ",1 Kings 19:4,"[(7845, 417)]",0.70299,a grove and sat down under a fir tree and,and came and sat down under a juniper tree and,Old Testament
"December 31, 1840 ",2 Kings 13:17,"[(3147, 438)]",0.70286,battle with an arrow the arrow was found among his,said The arrow of the Lord's deliverance and the arrow,Old Testament
"December 16, 1855 ",Jeremiah 51:48,"[(13349, 955)]",0.70286,on Earth and in heaven that is good that is,Then the heaven and the earth and all that is,Old Testament
"April 30, 1843 ",2 Nephi 28:26,"[(8454, 1627)]",0.70285,gift of the Holy Ghost by the laying on of,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"December 5, 1847 ",Doctrine and Covenants 136:2,"[(25247, 2992)]",0.70282,be the President of the Church of Jesus Christ of,Let all the people of The Church of Jesus Christ,Doctrine and Covenants
"April 9, 1852 ",Doctrine and Covenants 128:15,"[(21749, 2855)]",0.70258,they without us could not be made perfect Neither can,fathersthat they without us cannot be made perfectneither can we without our dead be made perfect,Doctrine and Covenants
"December 12, 1855 ",Mosiah 29:25,"[(13119, 1812)]",0.70244,given them by the hand of the God of their,and which were given them by the hand of the Lord,Book of Mormon
"April 7, 1844 ",Doctrine and Covenants 128:15,"[(846, 2855)]",0.70224,cannot be made perfect without us for it is necessary,fathersthat they without us cannot be made perfectneither can we without our dead be made perfect,Doctrine and Covenants
"April 5, 1838 ",2 Corinthians 11:26,"[(4040, 1322)]",0.70222,are perils among and from false Brethren I walked to,the wilderness in perils in the sea in perils among false brethren,New Testament
"August 16, 1844 ",Doctrine and Covenants 18:32,"[(7025, 2269)]",0.70203,kingdom unto us in the power of the Holy Ghost,to the power of the Holy Ghost which is in,Doctrine and Covenants
"July 7, 1839 ",1 Nephi 14:20,"[(7127, 1500)]",0.70196,behold a quorum of Twelve Apostles of the Lamb of,And the angel said unto me Behold one of the twelve apostles of the Lamb,Book of Mormon
"September 13, 1846 ",Moroni 6:9,"[(17387, 2207)]",0.70188,of the Holy Ghost and power of God as Lucipher,power of the Holy Ghost for as the power of,Book of Mormon
"January 18, 1847 ",3 Nephi 6:28,"[(17683, 2024)]",0.70186,and they did enter into a covenant with uplifted hands,And they did enter into a covenant one with another,Book of Mormon
"January 13, 1856 ",1 Samuel 15:4,"[(12584, 359)]",0.7018,one chase a thousand and two put ten thousand to,Telaim two hundred thousand footmen and ten thousand men of Judah,Old Testament
"March 4, 1849 ",Matthew 8:12,"[(18090, 1138)]",0.70171,^gentiles^ children of the Kingdom will be cast out Brother,But the children of the kingdom shall be cast out,New Testament
"July 30, 1843 ",Doctrine and Covenants 135:3,"[(6573, 2953)]",0.70168,get faith by the power of God and the gift,by the gift and power of God and has been,Doctrine and Covenants
"April 30, 1846 ",3 Nephi 1:14,"[(17065, 2015)]",0.7016,ordained from before the foundation of the world to have,from the foundation of the world and to do the,Book of Mormon
"April 19, 1847 ",Joshua 1:4,"[(21891, 257)]",0.70152,of the bank of the river the river on one,river the river Euphrates all the land of the Hittites,Old Testament
"September 7, 1851 ",Ether 4:12,"[(20064, 2154)]",0.70151,believe not we say and both believe and do the,believe methat I am and he that will not believe,Book of Mormon
"February 12, 1841 ",Isaiah 47:9,"[(3994, 811)]",0.7015,these things shall come upon thee and shall not scease,But these two things shall come to thee in a,Old Testament
"June 28, 1840 ",1 John 5:20,"[(9313, 1384)]",0.70145,of God and know that Jesus was the son of,And we know that the Son of God is come,New Testament
"December 31, 1840 ",Judges 11:26,"[(2674, 333)]",0.70141,the following Towns and Cities Towns and Cities Population Shires,Aroer and her towns and in all the cities that,Old Testament
"January 21, 1847 ",Genesis 47:14,"[(17772, 55)]",0.70138,the children of Israel out of the Land of Egypt,in the land of Egypt and in the land of,Old Testament
"January 20, 1872 ",Ezekiel 44:5,"[(15538, 988)]",0.70138,to the Ordinances of the House of God For my,ordinances of the house of the Lord and all the,Old Testament
January 19 1840 ,Doctrine and Covenants 63:53,"[(5810, 2469)]",0.70138,the coming of the Son of Man and may thy,even in the day of the coming of the Son of Man,Doctrine and Covenants
"December 24, 1852 ",Moses 5:43,"[(22637, 3100)]",0.70137,begat Sons and daughters who went out and peopled the,daughters And Irad begat Mahujael and other sons and daughters,Pearl of Great Price
"July 2, 1840 ",John 1:5,"[(7638, 1230)]",0.70114,The light shineth in darkness and and again the third,And the light shineth in darkness and the darkness comprehended it not,New Testament
"March 10, 1844 ",Doctrine and Covenants 128:17,"[(8744, 2866)]",0.70114,of the Children to the Fathers lest I come and,children and the heart of the children to their fathers lest I come and smite the earth with a curse,Doctrine and Covenants
"December 19, 1841 ",Doctrine and Covenants 124:91,"[(11276, 2795)]",0.70112,his servant Joseph Smith Jr let my servant Brigham Young,servant Joseph in the room of my servant Hyrum that,Doctrine and Covenants
"December 24, 1852 ",Zechariah 14:9,"[(22876, 1111)]",0.70111,been One Lord and his name one in all the,in that day shall there be one Lord and his name one,Old Testament
"January 13, 1856 ",Joshua 17:2,"[(12522, 302)]",0.70109,to the children and the hearts of the children to,for the children of Hepher and for the children of,Old Testament
"July 21, 1842 ",Luke 17:1,"[(7213, 1217)]",0.70107,offences truly come but wo unto those through whom they come,that offences will come but woe unto him through whom they come!,New Testament
"August 16, 1844 ",1 Thessalonians 1:5,"[(7061, 1340)]",0.70103,the power of the Holy Priesthood and the Holy Ghost,but also in power and in the Holy Ghost and,New Testament
"October 15, 1870 ",1 Chronicles 1:1,"[(15326, 458)]",0.70095,Adam who he was I proved that Adam was Michael,Adam Sheth Enosh,Old Testament
"July 25, 1845 ",Deuteronomy 7:18,"[(16752, 227)]",0.70082,shalt be a comfort unto them thou shalt be Baptized,Thou shalt not be afraid of them but shalt well,Old Testament
"December 31, 1840 ",1 Nephi 10:17,"[(3011, 1490)]",0.70076,the gift of the Holy Ghost ^and power^ of the,Holy Ghost which is the gift of God unto all,Book of Mormon
"March 10, 1844 ",Hebrews 6:1,"[(8787, 1358)]",0.70061,not laying again the foundation of repentance from dead works,us go on unto perfection not laying again the foundation of repentance from dead works and of faith toward God,New Testament
"June 24, 1845 ",Doctrine and Covenants 127:12,"[(10209, 2828)]",0.70058,the Bishop of the Church of Jesus Christ of Latterday,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"April 30, 1854 ",Doctrine and Covenants 76:94,"[(14099, 2527)]",0.70046,they could see things as they are they would as,the Firstborn and they see as they are seen and,Doctrine and Covenants
"February 15, 1849 ",Doctrine and Covenants 135:3,"[(17948, 2953)]",0.70035,the power of God And the gift of the Holy,by the gift and power of God and has been,Doctrine and Covenants
"January 20, 1872 ",Doctrine and Covenants 46:16,"[(15570, 2421)]",0.7003,God to man the Holy Ghost which is given to,And again it is given by the Holy Ghost to,Doctrine and Covenants
"July 14, 1838 ",Psalms 144:15,"[(8242, 716)]",0.70007,could have been expected Happy is that people whose God is the Lord,Happy is that people that is in such a case yea happy is that people whose God is the Lord,Old Testament
